lat,long
43.704153,-79.4085499
43.7086783,-79.4013875
43.6777543,-79.3119083
43.7085895,-79.4037714
43.726732,-79.3988684
43.6411586,-79.4266951
43.8663886,-79.0396682
43.6881285,-79.3088955
43.6615176,-79.3521554
43.6655562,-79.334174
43.6421618,-79.4977067
43.6237952,-79.4999369
43.6716779,-79.4386216
43.6514916,-79.554486
43.6439513,-79.4067558
43.643094,-79.4047898
43.6431033,-79.4038314
43.643244,-79.4040501
43.6729585,-79.3522139
43.6882399,-79.2747863
43.6562269,-79.3391496
43.6387638,-79.413467
43.6200026,-79.5082058
43.6694096,-79.4855298
43.6479373,-79.3651162
43.6840262,-79.2897591
44.0299349,-79.4464043
43.6438511,-79.4080404
43.7059647,-79.3946366
43.6524908,-79.3777494
43.6337534,-79.734883
43.6447544,-79.3922587
43.6547859,-79.4904071
43.6407589,-79.4415652
43.7260203,-79.4128482
43.5986164,-79.5117975
43.7085895,-79.4037714
43.7289281,-79.3956365
43.6676123,-79.389401
43.647803,-79.5081834
43.6807547,-79.3968539
43.7088403,-79.3959326
43.6861588,-79.4253117
43.7414918,-79.2013996
45.456532,-75.4603341
43.6673197,-79.4332166
43.7907979,-79.4826822
43.6416194,-79.4058924
43.6406502,-79.3956812
43.5638783,-79.5987305
43.6383159,-79.4148458
43.6454157,-79.4395558
43.6620465,-79.3321951
43.7169415,-79.2997565
43.5984697,-79.6199103
43.6699506,-79.3442771
43.6746629,-79.3887744
43.629932,-79.4760652
43.6367544,-79.4023933
43.6667522,-79.4239484
43.3746854,-79.7214256
43.7182068,-79.4433051
43.7250541,-79.4339274
43.8292198,-79.4740054
43.7005011,-79.3853104
43.7572368,-79.4068886
43.6509963,-79.3938881
43.7409633,-79.4270581
43.8882185,-79.3723478
43.7005011,-79.3853104
43.7299552,-79.3036197
43.643648,-79.5585738
43.6046064,-79.5372706
43.762326,-79.5453109
43.6697325,-79.3630703
43.680626,-79.3610099
43.6589878,-79.3690284
43.857382,-78.950217
43.6461797,-79.3971442
43.6406502,-79.3956812
43.6428842,-79.4769581
43.6447178,-79.3917875
43.6757669,-79.3824881
43.6429824,-79.4326907
43.7509936,-79.4610962
43.6431033,-79.4038314
43.6505862,-79.4253368
43.6619601,-79.3465487
43.6926862,-79.4160936
43.8330777,-79.5487598
43.6412839,-79.4126307
43.8913019,-79.3690594
43.4058254,-79.6951678
43.6807054,-79.3273053
43.663989,-79.330287
43.700174,-79.3837225
43.6964118,-79.3512666
43.6964118,-79.3512666
43.6613224,-79.5079264
43.7276432,-79.4767538
43.6546595,-79.4876177
43.6838809,-79.4430386
43.9032469,-79.2520969
43.6099917,-79.4920392
43.6879863,-79.3193746
43.6644535,-79.3090912
43.7044752,-79.2729653
43.6869443,-79.3264643
43.6794176,-79.3600111
43.6456495,-79.4795805
43.6431033,-79.4038314
43.6458664,-79.4031209
43.7522783,-79.3959729
43.65985,-79.4146271
43.6922747,-79.3024507
43.654159,-79.370424
45.3971153,-75.6856258
43.6922359,-79.2973291
43.6876703,-79.3149773
43.6321089,-79.5761113
43.6600016,-79.3504722
43.6492251,-79.3769108
43.6821101,-79.4295763
43.617302,-79.487344
45.4245246,-75.6781455
43.7043547,-79.4165634
43.2545633,-79.8882929
43.6934426,-79.2859432
45.4017677,-75.6848427
45.4017677,-75.6848427
43.659567,-79.3610717
43.7617131,-79.4097492
45.3709557,-75.6293559
43.537379,-79.7240605
43.5573006,-79.7544658
43.6649776,-79.3750159
43.7044967,-79.3823665
43.5757962,-79.6344421
43.6793982,-79.4465122
43.7079044,-79.4553851
43.6471968,-79.4402506
43.5880903,-79.5416222
43.6368846,-79.4704506
43.655757,-79.5445818
43.703584,-79.3644139
43.736454,-79.5460171
43.7311783,-79.2724221
43.6849511,-79.3252145
45.3539433,-75.6480432
43.6830846,-79.4476001
43.6473749,-79.4816927
43.6449814,-79.407753
43.6873912,-79.3159457
43.6873912,-79.3159457
43.6771587,-79.3030377
43.6414634,-79.40547
43.7643441,-79.4138734
43.6995176,-79.3810312
43.6411915,-79.4156498
43.6395675,-79.4124791
43.8075802,-79.2274188
43.6851509,-79.3541375
43.6552578,-79.3576621
43.7256576,-79.3803373
43.7543777,-79.3618588
43.6718548,-79.3283829
43.6893834,-79.3530008
43.6445537,-79.5135753
43.7447133,-79.2193141
43.7041312,-79.4411983
43.4191384,-79.7732146
43.6522166,-79.4147732
43.6370313,-79.3969478
43.7967145,-79.1847265
43.6577179,-79.4250628
43.6582871,-79.4094991
43.6511745,-79.4887777
43.739589,-79.4348171
43.6420698,-79.4145028
43.6403114,-79.3963225
43.6543721,-79.4178048
43.6920016,-79.499113
43.7416521,-79.2397648
43.7075279,-79.4037143
45.2521128,-75.7363112
43.6419289,-79.476255
43.6493592,-79.3784645
43.6800425,-79.3517883
43.7566755,-79.4074119
43.8095451,-79.281482
43.6428882,-79.3946217
43.6447178,-79.3917875
43.6776955,-79.3115008
43.6786083,-79.2966636
43.6459587,-79.4056774
45.3460805,-75.6859567
43.620551,-79.5070857
45.3386715,-75.7586063
43.7018349,-79.288375
43.6621916,-79.4306613
43.6906076,-79.4345388
43.6671567,-79.3495881
43.7326377,-79.2788178
43.7645576,-79.2058511
43.6984224,-79.3937018
43.6897757,-79.4428368
43.6461435,-79.3839406
43.6077957,-79.492992
43.7165727,-79.32809
43.442588,-79.7231165
43.678574,-79.3045442
43.6245958,-79.4850611
43.6222008,-79.4817981
43.6540545,-79.3962095
43.6852625,-79.3384414
43.8525352,-79.3395271
43.8703314,-79.2737664
43.7019084,-79.4182283
45.3138468,-75.6170766
45.4114897,-75.6790205
45.459857,-75.4488629
43.68829,-79.3308999
43.639853,-79.3980355
43.6572425,-79.4201295
45.365807,-75.7520412
43.6670001,-79.3721444
43.6365296,-79.470861
45.4052307,-75.6605542
45.272231,-75.7354059
45.5207296,-75.2748705
43.7524118,-79.3937865
45.3567123,-76.4897495
43.4363964,-79.7509185
45.2725768,-75.7774594
45.278268,-75.7322486
45.3466634,-75.8113797
43.6868289,-79.4457177
43.6444018,-79.4077341
43.8568037,-79.3252805
45.5069966,-75.2169775
45.3665633,-75.7764609
43.6611278,-79.4176941
43.695457,-79.398619
43.591921,-79.5261819
43.6754361,-79.5693688
43.7000677,-79.4266493
43.6827938,-79.285693
43.7644108,-79.3911432
43.6683993,-79.3157594
43.6432393,-79.4464683
43.7773236,-79.4121049
43.6778144,-79.3483132
43.6667111,-79.4053816
43.6459725,-79.4338958
43.623639,-79.4913905
45.2801223,-75.7463185
43.6419528,-79.3992578
43.6584305,-79.4429598
43.624655,-79.488186
43.6399006,-79.3799125
43.755513,-79.4368541
43.6200587,-79.4847603
43.7094877,-79.3831905
43.6771481,-79.3348366
43.6950748,-79.2976212
43.6915761,-79.3340357
43.7002809,-79.4254994
43.6677825,-79.325002
43.9851449,-79.6214148
43.4957765,-79.6953208
43.7555624,-79.4375958
43.6566833,-79.4292027
43.5418146,-79.7269884
43.6263462,-79.7588914
43.652149,-79.4284981
43.6450946,-79.4028924
43.6634243,-79.3657259
43.5861107,-79.6676075
43.779127,-79.2819009
43.580952,-79.6576062
43.5192565,-79.6386127
43.5958583,-79.7269829
43.6191095,-79.5914474
43.6904933,-79.4723001
43.6525676,-79.3629241
43.6538273,-79.4146541
43.7713731,-79.4129578
43.6571271,-79.3557942
43.7182769,-79.3317337
43.7427207,-79.406511
43.6607493,-79.4519048
43.658276,-79.3684818
43.6557736,-79.4566326
43.6423395,-79.4042432
43.7088589,-79.3718656
43.7046082,-79.2968617
43.6455049,-79.4272791
43.7153229,-79.4016343
43.7796055,-79.3565986
43.912337,-79.4338205
43.6835179,-79.3448664
43.6616738,-79.4431533
43.6600484,-79.3341752
43.7091741,-79.3918539
43.7972218,-79.3344559
43.6798888,-79.3237037
43.6861752,-79.428642
43.7068548,-79.3847654
43.6416362,-79.4101769
43.6615395,-79.4876442
43.7015614,-79.4408045
43.7415143,-79.4124639
43.6811602,-79.3585598
43.6663069,-79.478743
43.7573333,-79.2346733
45.2800375,-75.7134739
43.6484165,-79.4297742
43.6400706,-79.4141708
43.6580314,-79.4668097
43.786255,-79.4747473
43.7842823,-79.5961977
43.6481667,-79.4347232
43.6710489,-79.3849651
43.6871537,-79.4433664
43.6817826,-79.3929704
43.6664481,-79.3191591
43.7566929,-79.4057354
43.6661376,-79.4757167
43.6432388,-79.4543484
43.6821038,-79.4200405
43.6626162,-79.4501825
43.6814293,-79.2778068
43.7867191,-79.3537712
43.7014851,-79.3622418
45.3663534,-75.7059643
45.4036627,-75.7461985
45.3824658,-75.7498953
45.3863626,-75.7567527
45.3934823,-75.7425062
45.3786285,-75.7771869
43.6647403,-79.3256523
43.6206354,-79.508014
43.6860789,-79.4923962
45.4460974,-75.6465008
43.4603796,-79.6618224
43.7035485,-79.3453676
43.7274704,-79.3109256
43.6023459,-79.6485707
43.717112,-79.4759197
43.7906382,-79.3896955
43.685335,-79.3474739
43.7223911,-79.4318771
43.6481159,-79.5069732
43.6678933,-79.4176466
43.6655535,-79.4375002
43.6543097,-79.433632
43.6737992,-79.3256425
43.6534699,-79.4309822
45.3647476,-75.6992864
45.3956287,-75.7553412
43.6653466,-79.4521079
43.5856547,-79.6465906
43.6739728,-79.3405491
43.6400669,-79.4441915
45.3859809,-75.7280708
43.6739642,-79.3257064
43.872709,-79.4364029
43.6851881,-79.4142948
43.660481,-79.9230801
43.7593848,-79.3751949
44.3658778,-78.4027273
43.6656336,-79.3176647
43.6442246,-79.4444435
43.6405512,-79.452813
43.7281541,-79.4049867
44.4177133,-79.7097723
43.6703913,-79.3800396
43.6798311,-79.5513656
43.684756,-79.4592969
43.5132964,-79.6688706
43.6768897,-79.3415335
43.6745495,-79.3038068
43.7277923,-79.3081541
43.6384521,-79.4142524
43.6507518,-79.3896636
43.7375148,-79.245308
43.6625342,-79.4965227
43.745937,-79.723579
43.5486349,-79.6684703
43.7378962,-79.2760281
43.6604309,-79.3791386
43.6727323,-79.4414577
43.6942879,-79.4516236
43.7474334,-79.222139
43.7593671,-79.3326276
43.6850459,-79.5145783
43.877552,-79.3961181
43.7491539,-79.2675636
43.7834412,-79.1349651
43.9110584,-78.9090877
43.7831538,-79.4491113
43.5499823,-79.6703809
43.7806348,-79.4116745
43.9886199,-79.4926462
43.6012975,-79.5253474
43.6655104,-79.4102051
43.6466873,-79.4272352
44.0193489,-79.4555558
45.4312935,-75.6773303
43.6208563,-79.5064646
43.619469,-79.5096705
45.4680396,-75.4617141
43.6521213,-79.4498609
45.3905812,-75.6184296
43.6446186,-79.4073495
43.6621045,-79.3413048
43.7301065,-79.4235873
43.6494985,-79.4301967
43.7341291,-79.3039279
43.6689385,-79.363601
44.0798557,-80.2075552
43.773494,-79.3185546
43.8793027,-79.2800637
43.4719215,-79.6637425
43.6682552,-79.4933777
43.6819174,-79.3494124
43.6636694,-79.4243993
43.7303098,-79.4114177
43.6210915,-79.5061622
43.6777958,-79.503627
43.6002037,-79.5117046
43.7747691,-79.3454582
43.6518827,-79.4835866
43.6714855,-79.2991976
43.715441,-79.4038838
43.5755279,-79.715207
43.6427748,-79.3937978
43.6446618,-79.439325
43.6813067,-79.3950467
43.6611094,-79.3823552
43.645711,-79.5797027
43.6671171,-79.3385065
43.6695538,-79.4531274
43.7681289,-79.5290585
43.6771462,-79.3448193
43.7015547,-79.3889538
43.7177216,-79.4089478
43.64233,-79.3827495
43.6365296,-79.470861
43.643361,-79.3924409
43.9850533,-79.4822749
43.5292555,-79.6407616
43.6648335,-79.3285721
43.6759973,-79.4356974
43.6692679,-79.4204061
43.2233292,-79.9918459
43.6413824,-79.4301411
43.6490625,-79.3652913
43.6625674,-79.4928094
43.6446653,-79.4505068
43.6480963,-79.487081
43.6453635,-79.4406194
43.6605423,-79.424042
43.2235726,-79.9014283
45.2778881,-75.7377865
43.6400694,-79.4141466
43.6493174,-79.4361136
43.6203926,-79.5085342
43.6403114,-79.3963225
43.6399872,-79.4926788
43.8278887,-79.6536429
43.6214563,-79.4857959
43.6806662,-79.8273242
43.670617,-79.3733928
43.6753563,-79.4333195
43.654616,-79.5203625
43.641939,-79.380297
43.6168706,-79.5053334
43.6577026,-79.3769051
43.6633015,-79.4739809
43.7098435,-79.4352946
43.6595409,-79.4266516
45.2853172,-75.7280132
43.6607842,-79.4175813
43.6508066,-79.4286572
43.8129456,-79.4241151
43.687635,-79.3246245
43.666652,-79.4637569
43.7003753,-79.2863463
43.6651408,-79.4849147
43.6740544,-79.4424063
43.6831881,-79.4488234
43.2447808,-79.8269714
43.5955625,-79.5040663
43.6802396,-79.461283
43.6529764,-79.4406159
43.6875956,-79.293044
43.6826372,-79.4422666
43.816175,-79.28382
43.7035195,-79.5138209
43.9288893,-78.8622278
43.6397215,-79.383128
43.6599988,-79.3625258
43.6487634,-79.4380233
43.6474461,-79.371177
43.8770266,-79.2385289
43.6384523,-79.4128024
43.7645888,-79.3656303
43.6426965,-79.4086925
43.6498894,-79.4356078
43.6805389,-79.4260647
43.6842846,-79.3270318
43.6656642,-79.3516362
43.3588089,-79.8402197
43.6758949,-79.4451602
43.6663039,-79.3357161
43.6718193,-79.2931001
43.666104,-79.4606187
43.6633072,-79.364143
43.6557736,-79.4566326
43.7662172,-79.4999176
43.6423994,-79.5185566
43.6814473,-79.3944622
43.6388127,-79.5829507
43.7762132,-79.3812959
43.6856051,-79.4079598
43.668477,-79.3873854
43.5452964,-79.6227687
43.6825091,-79.3307844
43.621726,-79.5034201
43.6933791,-79.8035283
43.6461341,-79.4165268
43.647244,-79.42803
43.608777,-79.4909801
43.6480787,-79.4762967
43.6407618,-79.4249686
43.7226184,-79.5450929
43.7120611,-79.3941083
43.7721837,-79.4123685
43.6647673,-79.340856
43.6652472,-79.4180346
43.6681632,-79.3375014
43.6548207,-79.4698825
43.6510329,-79.445015
43.6487734,-79.3783338
43.66121,-79.3580473
43.7042228,-79.2717296
43.6646984,-79.4550389
43.7426377,-79.4499704
43.6808297,-79.3240635
43.7189843,-79.39842
43.703187,-79.2601378
43.7307245,-79.3280813
43.7230832,-79.3864368
43.6656872,-79.3468714
43.6492251,-79.3769108
43.7268425,-79.392878
43.684491,-79.3272868
45.402642,-75.717605
43.6651989,-79.3413982
43.6808548,-79.4305171
43.4561475,-79.6694348
43.6081366,-79.4972461
43.678067,-79.3882264
43.5713012,-79.6007933
43.7005555,-79.3977794
43.6540904,-79.3885229
43.6695601,-79.3668265
43.6808222,-79.350175
43.6206916,-79.5088306
43.6638276,-79.8148054
43.7777973,-79.5819172
43.678212,-79.2976644
43.6763407,-79.3541502
43.6850501,-79.3170462
45.3701256,-75.738882
43.5957945,-79.6338384
43.7084967,-79.3876685
43.6370032,-79.4067073
43.6702396,-79.4501397
43.6663637,-79.4717095
45.2863758,-75.7272248
43.7121865,-79.3917998
43.6903307,-79.4395668
43.7628607,-79.3453552
43.8459781,-79.0896495
43.6501368,-79.4461977
43.6466897,-79.4413911
43.7806348,-79.4116745
43.6862999,-79.3308717
43.6567657,-79.3699629
45.2773469,-75.924728
43.7508854,-79.3223282
43.6615395,-79.4876442
43.7210188,-79.3869198
45.417571,-75.6021609
43.7287374,-79.2378029
43.7319476,-79.3153295
43.683627,-79.7642355
43.5882598,-79.6211661
43.6564023,-79.4835639
43.6839578,-79.3342525
43.3948614,-79.8264243
43.6627303,-79.4433827
43.6372629,-79.4988748
43.6709622,-79.4984217
43.9725971,-79.4809326
43.742073,-79.3485484
43.6485779,-79.5144604
43.6389238,-79.3866116
43.7760433,-79.1380683
43.6594558,-79.4223027
43.7797644,-79.4521001
43.6817219,-79.4167551
43.635337,-79.4735097
43.6416362,-79.4101769
43.6460874,-79.4398826
43.7177943,-79.2330219
45.4252652,-75.6940042
45.3161564,-75.0906084
43.7171169,-79.7273108
43.7684585,-79.1753847
43.6604808,-79.4633021
44.3945562,-79.7417823
43.6687323,-79.3460188
43.656202,-79.3773659
43.6447694,-79.4465709
43.6680142,-79.3210147
43.8018521,-79.4387121
43.6382987,-79.5107433
43.6523166,-79.4512129
45.2541723,-75.5704382
43.9711153,-79.2702336
43.6389274,-79.419304
43.7047358,-79.3855682
43.6944259,-79.2974471
43.6632844,-79.4423252
43.739269,-79.5657128
43.6654918,-79.3341689
43.6887624,-79.4244399
43.8457515,-79.4146051
43.6663763,-79.3088325
43.672468,-79.377474
43.6743617,-79.3330622
43.6452606,-79.4439499
43.6569618,-79.4484792
43.6847972,-79.2801123
43.6694833,-79.3231829
43.7811897,-79.3663554
43.6711713,-79.391593
43.6798837,-79.3302685
43.6526824,-79.3958656
43.268343,-79.8814111
43.6731962,-79.4988299
45.4150395,-75.6724584
43.6550174,-79.4913628
43.6608828,-79.4223273
43.7327665,-79.4108404
43.6382863,-79.3898849
43.6528864,-79.3569938
43.6609768,-79.3515076
43.5533746,-79.710904
43.721814,-79.5149161
43.8501263,-79.4893234
43.7036434,-79.345842
43.6803555,-79.4613885
45.3227473,-75.8874036
45.2472499,-75.7260549
45.2792313,-75.67468
45.3953453,-75.7505223
43.9083075,-79.2504451
43.6621364,-79.4531893
43.8763072,-79.0937999
45.4015865,-75.6934128
45.2828904,-75.6784555
43.6768925,-79.4633343
43.4971774,-79.7061629
45.2779633,-75.9305403
43.6831399,-79.3698294
43.6625166,-79.3442564
45.5422213,-75.2780095
45.3797037,-75.6507013
45.4349888,-75.557322
43.6977177,-79.3885779
45.453062,-75.5169555
45.3591916,-75.6462282
45.4379569,-75.5283085
45.3245999,-75.788864
43.6493725,-79.4292906
43.6436376,-79.432052
43.6489887,-79.5136423
45.3585742,-75.652188
43.7037603,-79.2969528
43.6565827,-79.4848419
43.7018411,-79.4353795
43.7175551,-79.5645749
43.7174439,-79.627427
45.4603617,-75.4532605
43.6556184,-79.4919618
43.6849802,-79.4316249
45.2733801,-75.7411518
43.8657103,-79.4864491
43.7930425,-79.60689
45.349881,-76.1447056
45.4119995,-75.6745502
45.3523729,-75.7723882
45.390947,-75.7511585
45.2712485,-75.8553505
45.2020755,-75.8352633
45.4073447,-75.6548425
45.3970498,-75.6959874
45.2773512,-75.750828
45.2761401,-75.8460862
45.4020037,-75.683167
45.4180956,-75.6831325
45.4704114,-75.4580165
45.3341426,-75.754828
45.4167836,-75.6913645
45.2656754,-75.9433632
45.4600093,-75.5360643
45.3992812,-75.3583124
45.3416148,-75.7903999
44.7390083,-76.5000282
43.676841,-79.3421321
45.2971437,-75.8916319
45.3345614,-75.0278255
45.401436,-75.7140006
45.2352024,-75.6966969
45.2761401,-75.8460862
45.2539606,-75.9243656
45.3274176,-75.8320142
45.4434325,-75.631104
45.4291526,-75.6330803
45.2693287,-75.7648511
45.4041554,-75.6968225
45.3753415,-75.7745115
45.2632188,-75.7152562
45.4163925,-75.7126344
45.3938609,-75.7172693
45.2884616,-75.7127692
45.3935937,-75.7298224
45.3691272,-75.6243812
45.3895545,-75.6679224
45.371076,-75.622181
45.4048622,-75.6758178
45.4650891,-75.4700922
45.2717082,-75.6957657
45.427649,-75.6866715
45.1786993,-75.5665308
45.3931137,-75.6902836
43.6685241,-79.323981
43.647479,-79.4375226
45.3635415,-75.7259118
45.3701256,-75.738882
45.489495,-75.5001903
45.4324186,-75.6930163
45.3355831,-75.758707
45.4624068,-75.9796974
43.899356,-78.8115908
45.4511954,-75.4580084
45.2107285,-75.7024902
45.38874,-75.657392
45.3230019,-75.6007293
45.349073,-75.7758639
45.377837,-75.723728
45.427279,-75.662965
45.4344621,-75.6476729
45.2620973,-75.7747066
45.3589792,-75.642739
45.3851947,-75.7469362
45.4094309,-75.6841573
45.4185254,-75.6970602
45.2748239,-75.7682781
45.3830322,-75.6754474
45.4388528,-75.6045261
43.6246501,-79.4851308
45.3190517,-75.9184507
45.36364,-75.7288778
44.0012724,-79.0000787
45.2907971,-75.5013264
45.4484214,-75.6281719
45.3690639,-75.623766
45.286527,-75.9967144
45.344428,-75.7687659
45.4747892,-75.4632931
43.6544456,-79.4289469
45.3721358,-75.7115604
45.3388038,-75.8026587
43.6985566,-79.4541164
